CareService,Date,Aberdeen City,Aberdeenshire,Angus,Argyll & Bute,City of Edinburgh,Clackmannanshire,Dumfries & Galloway,Dundee City,East Ayrshire,East Dunbartonshire,East Lothian,East Renfrewshire,Falkirk,Fife,Glasgow City,Highland,Inverclyde,Midlothian,Moray,Na h-Eileanan Siar,North Ayrshire,North Lanarkshire,Orkney Islands,outside Scotland,Perth & Kinross,Renfrewshire,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,West Dunbartonshire,West Lothian
Child Care Agency,Oct 2020,1,1,0,0,5,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Nov 2020,1,1,0,0,5,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Dec 2020,1,1,0,0,5,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jan 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Feb 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Mar 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Apr 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,May 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jun 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jul 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Aug 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Sep 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Oct 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Nov 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Dec 2021,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jan 2022,1,1,0,0,5,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Feb 2022,1,2,0,0,5,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Mar 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Apr 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,May 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jun 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jul 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Aug 2022,1,2,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Sep 2022,1,1,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Oct 2022,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Nov 2022,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Dec 2022,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jan 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Feb 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Mar 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Apr 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,May 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jun 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jul 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Aug 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Sep 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Oct 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Nov 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Dec 2023,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jan 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Feb 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Mar 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Apr 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,May 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0
Child Care Agency,Jun 2024,1,0,0,0,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1
Day Care of Children,Jun 2017,162,226,106,82,366,26,97,85,63,77,81,56,94,246,363,232,40,82,66,27,79,177,23,0,122,112,92,30,68,176,65,47,128
Day Care of Children,Jul 2017,162,227,106,82,366,26,97,85,61,78,82,56,94,246,363,232,40,82,65,27,79,177,23,0,122,113,92,30,68,177,65,47,128
Day Care of Children,Aug 2017,163,227,105,80,362,26,96,85,61,78,82,57,94,246,361,233,40,82,65,26,78,175,23,0,120,113,92,30,68,177,64,47,129
Day Care of Children,Sep 2017,163,226,105,80,362,26,95,85,62,80,81,57,94,248,361,231,40,82,65,26,78,175,23,0,122,113,92,30,68,176,64,47,129
Day Care of Children,Oct 2017,163,225,105,80,362,26,95,85,61,81,82,58,95,247,361,231,40,82,65,26,78,176,23,0,122,112,92,30,68,177,64,47,129
Day Care of Children,Nov 2017,163,225,106,80,361,25,94,85,61,81,83,58,95,247,361,231,40,82,65,26,77,176,23,1,122,112,92,30,68,177,64,47,129
Day Care of Children,Dec 2017,163,225,105,80,361,25,94,85,61,81,83,59,95,246,361,231,40,81,65,26,77,176,23,1,121,112,92,30,68,176,64,48,127
Day Care of Children,Jan 2018,162,225,105,79,360,25,94,86,61,78,83,59,95,245,355,231,40,81,65,27,76,175,23,1,119,112,92,30,68,176,64,47,127
Day Care of Children,Feb 2018,159,224,104,79,359,25,94,86,61,79,83,59,95,245,355,231,40,81,65,27,76,174,23,1,118,112,92,30,68,176,64,48,127
Day Care of Children,Mar 2018,158,222,104,79,359,25,93,85,61,79,83,59,95,244,354,231,40,81,64,26,74,174,23,0,117,111,92,30,68,176,63,47,125
Day Care of Children,Apr 2018,158,222,104,79,358,25,94,86,61,79,83,59,95,244,352,230,39,81,64,26,74,174,23,1,117,111,92,30,68,176,63,46,126
Day Care of Children,May 2018,158,221,103,79,357,25,94,86,60,80,83,59,95,245,353,230,39,80,64,26,74,176,23,1,117,111,91,30,68,174,63,46,126
Day Care of Children,Jun 2018,159,221,103,79,357,25,94,86,60,79,83,60,96,242,353,230,39,80,64,26,72,176,23,1,117,111,89,30,70,175,63,46,129
Day Care of Children,Jul 2018,159,219,103,78,356,25,93,85,60,78,84,60,96,241,352,225,39,80,64,26,74,176,22,1,117,111,89,30,67,175,63,46,130
Day Care of Children,Aug 2018,159,220,103,78,356,25,94,84,60,79,83,61,96,241,354,226,39,80,65,26,74,176,22,1,118,111,91,31,67,175,63,46,132
Day Care of Children,Sep 2018,158,221,103,78,356,25,94,84,60,80,83,61,96,241,355,226,39,80,65,26,74,176,22,1,118,113,91,31,67,174,63,46,131
Day Care of Children,Oct 2018,159,221,103,78,355,25,94,85,59,81,83,61,96,238,355,225,39,80,65,26,74,176,22,1,118,113,90,31,67,174,64,47,131
Day Care of Children,Nov 2018,158,221,103,79,354,25,94,85,58,81,83,62,95,237,355,225,39,80,65,26,74,176,22,1,118,113,91,31,67,173,63,47,131
Day Care of Children,Dec 2018,157,220,102,78,352,25,93,85,58,81,83,62,95,237,355,226,41,80,65,26,73,176,22,1,117,113,91,31,67,174,63,47,131
Day Care of Children,Jan 2019,156,220,102,78,352,25,93,85,58,80,83,62,95,237,355,225,41,80,65,26,73,176,22,1,117,113,91,30,67,173,63,47,132
Day Care of Children,Feb 2019,156,220,102,78,350,24,94,86,58,80,83,62,95,237,354,225,41,80,65,26,73,176,22,1,117,113,91,30,67,173,63,47,132
Day Care of Children,Mar 2019,156,220,101,78,351,24,94,87,58,80,82,62,95,236,353,225,41,80,65,25,73,176,22,1,117,114,90,30,66,173,62,47,132
Day Care of Children,Apr 2019,156,220,101,78,353,24,93,86,57,79,82,62,95,235,353,223,37,80,65,24,73,176,22,1,117,112,89,30,66,173,62,47,131
Day Care of Children,May 2019,156,220,101,78,353,24,93,85,57,79,82,62,94,235,353,222,36,80,65,24,73,176,22,1,117,112,89,31,67,173,62,48,131
Day Care of Children,Jun 2019,156,219,101,78,354,24,91,85,57,77,82,62,94,234,354,223,36,80,65,24,72,175,22,1,117,112,89,30,67,173,62,48,131
Day Care of Children,Jul 2019,156,226,101,77,356,24,91,85,57,77,83,62,94,235,353,223,36,80,65,24,72,175,22,1,115,110,88,30,67,173,62,48,131
Day Care of Children,Aug 2019,156,226,102,80,356,24,90,85,57,77,83,64,94,235,353,225,36,80,66,24,72,175,22,1,115,112,90,30,67,175,63,49,130
Day Care of Children,Sep 2019,155,226,103,80,356,24,90,85,57,77,82,64,94,235,352,224,36,80,66,24,72,175,22,1,115,112,89,30,67,177,63,49,127
Day Care of Children,Oct 2019,155,227,104,80,355,24,90,87,57,78,82,64,94,235,351,224,36,81,65,24,73,175,21,1,114,112,90,30,67,176,62,49,128
Day Care of Children,Nov 2019,155,228,104,80,354,24,90,87,57,78,83,64,94,235,351,223,36,81,65,24,73,174,21,1,115,112,89,30,67,176,62,49,128
Day Care of Children,Dec 2019,153,229,104,81,353,24,90,87,57,79,83,63,94,235,352,225,36,81,66,24,73,174,21,1,115,112,88,30,67,178,62,50,128
Day Care of Children,Jan 2020,153,229,104,82,352,25,90,87,57,79,82,63,93,236,351,224,36,82,66,24,73,174,21,1,115,112,87,30,67,178,62,51,128
Day Care of Children,Feb 2020,154,229,103,82,351,25,89,87,57,79,82,63,92,236,351,224,36,83,66,24,73,174,21,1,115,112,87,30,67,178,62,51,128
Day Care of Children,Mar 2020,154,229,100,82,349,25,88,87,57,79,82,63,92,236,350,224,36,83,66,24,74,173,21,1,115,110,86,30,67,176,62,51,128
Day Care of Children,Apr 2020,153,226,103,81,347,25,89,87,57,79,82,64,92,236,349,224,36,83,66,24,73,173,21,1,115,110,87,30,67,178,62,51,128
Day Care of Children,May 2020,153,226,102,82,347,25,89,87,57,79,82,64,92,234,348,224,36,83,66,24,73,173,21,1,115,110,87,30,67,178,62,51,129
Day Care of Children,Jun 2020,153,226,102,81,347,25,88,87,57,79,82,63,92,234,348,224,36,83,65,24,73,173,21,1,115,110,87,30,67,178,62,51,129
Day Care of Children,Jul 2020,152,225,104,81,347,25,87,87,57,79,81,64,92,234,348,223,36,83,65,24,73,173,21,1,115,110,87,30,67,179,62,51,128
Day Care of Children,Aug 2020,151,225,104,83,345,25,88,87,57,79,80,64,91,233,348,220,36,83,66,24,72,180,19,1,117,110,85,29,67,177,62,51,128
Day Care of Children,Sep 2020,149,224,104,83,343,25,89,88,57,79,78,64,91,232,348,217,36,83,66,24,72,180,19,1,118,109,85,29,67,177,62,52,127
Day Care of Children,Oct 2020,146,224,105,82,342,25,89,86,57,78,78,64,91,231,346,216,37,83,65,24,72,180,19,1,116,109,86,29,67,179,62,52,127
Day Care of Children,Nov 2020,146,225,105,82,336,25,89,86,56,78,79,64,91,231,343,215,37,82,65,24,71,182,19,1,115,109,86,29,67,179,62,52,126
Day Care of Children,Dec 2020,147,224,106,82,337,25,89,86,56,78,79,64,91,231,341,215,37,82,65,24,71,181,19,1,115,109,86,29,67,179,61,52,125
Day Care of Children,Jan 2021,147,223,105,82,336,25,89,86,56,78,79,64,91,231,342,215,37,82,65,24,69,181,19,1,115,107,86,29,67,178,61,52,123
Day Care of Children,Feb 2021,147,223,104,82,337,25,89,86,56,78,79,64,91,231,340,215,37,82,65,24,69,182,19,1,115,107,86,29,68,180,61,53,123
Day Care of Children,Mar 2021,147,220,104,83,337,25,89,86,56,79,81,66,91,231,338,215,37,82,65,24,69,182,19,1,115,107,86,29,68,180,61,52,124
Day Care of Children,Apr 2021,147,221,104,83,334,25,89,86,56,80,82,67,91,231,339,214,37,82,65,24,69,181,19,1,114,107,86,28,69,181,61,52,125
Day Care of Children,May 2021,146,221,104,83,333,25,88,86,56,80,82,68,91,231,339,214,37,82,65,24,69,181,19,1,114,110,86,28,70,182,61,51,124
Day Care of Children,Jun 2021,145,221,104,82,335,25,87,86,56,81,82,70,91,232,342,213,37,83,65,24,69,180,19,1,114,110,85,28,70,184,61,51,122
Day Care of Children,Jul 2021,145,222,104,83,336,25,87,87,57,81,83,70,91,230,340,214,37,83,64,24,69,180,20,1,114,111,84,28,70,184,61,51,123
Day Care of Children,Aug 2021,146,220,103,85,338,25,86,88,57,82,81,70,90,231,343,212,37,84,65,24,69,180,20,1,113,111,84,27,70,184,61,52,122
Day Care of Children,Sep 2021,143,217,103,82,336,25,85,88,56,82,82,70,90,231,344,211,37,84,65,24,69,181,21,1,113,111,83,27,70,184,61,52,124
Day Care of Children,Oct 2021,143,215,103,83,336,25,83,88,56,82,82,70,90,230,344,211,37,84,65,24,69,181,21,1,111,112,83,27,70,184,61,52,121
Day Care of Children,Nov 2021,144,216,103,83,337,25,83,87,56,82,82,69,91,231,344,210,37,84,65,24,69,181,21,1,110,112,83,27,70,182,61,52,121
Day Care of Children,Dec 2021,143,214,102,83,338,24,83,86,56,82,82,68,91,229,344,212,37,84,65,24,69,181,21,1,110,113,82,27,70,182,61,52,121
Day Care of Children,Jan 2022,143,212,101,83,336,24,83,85,56,82,82,68,91,229,343,210,37,84,65,24,69,181,21,1,110,113,82,27,70,182,61,52,121
Day Care of Children,Feb 2022,144,210,101,83,335,24,83,85,56,82,80,68,91,229,341,211,36,84,65,24,69,180,21,1,110,113,82,27,70,181,60,52,120
Day Care of Children,Mar 2022,145,207,101,83,336,24,83,83,56,82,80,68,91,229,341,212,36,84,65,24,69,180,21,1,110,113,82,27,70,181,60,52,120
Day Care of Children,Apr 2022,146,207,100,83,337,24,83,83,55,81,80,68,91,229,341,212,36,84,65,24,69,178,21,1,109,113,82,27,70,181,60,52,122
Day Care of Children,May 2022,146,206,101,83,337,24,83,83,55,80,80,68,91,229,339,212,36,84,65,24,69,178,21,1,109,113,82,27,70,181,60,52,122
Day Care of Children,Jun 2022,146,204,101,82,336,24,83,83,55,80,80,68,91,229,340,212,35,84,65,24,69,176,21,1,108,112,82,27,70,181,60,52,122
Day Care of Children,Jul 2022,145,202,102,82,333,24,82,82,56,79,81,68,90,229,340,212,35,83,65,24,69,176,21,1,108,112,82,27,70,181,61,52,123
Day Care of Children,Aug 2022,142,203,101,83,333,24,82,82,56,79,81,69,91,230,342,212,36,82,65,24,69,176,21,1,108,112,82,27,69,183,61,52,124
Day Care of Children,Sep 2022,141,202,100,83,332,23,82,82,56,78,81,69,92,229,342,210,36,81,65,24,70,176,21,1,109,112,82,27,68,183,59,52,122
Day Care of Children,Oct 2022,140,202,101,83,331,23,82,83,56,78,80,68,92,229,340,210,36,82,65,24,70,176,21,1,110,112,82,27,68,183,59,52,121
Day Care of Children,Nov 2022,140,202,101,83,328,23,82,83,56,78,80,68,92,229,338,210,35,82,65,24,69,177,21,1,109,111,82,27,68,181,59,52,122
Day Care of Children,Dec 2022,141,202,100,83,328,23,82,84,56,79,81,68,89,228,340,208,36,81,65,24,68,176,21,1,109,111,82,27,66,181,59,52,121
Day Care of Children,Jan 2023,141,203,100,83,328,23,82,84,56,79,81,68,89,228,342,207,36,81,65,24,68,177,21,1,109,111,82,27,66,181,59,52,121
Day Care of Children,Feb 2023,141,203,99,83,323,23,82,84,56,78,81,68,88,224,341,207,36,80,65,25,68,175,21,1,109,111,83,27,65,180,59,52,122
Day Care of Children,Mar 2023,139,203,98,83,323,23,82,84,56,78,81,68,88,223,342,207,36,81,65,25,68,175,21,1,108,112,84,27,65,180,59,51,122
Day Care of Children,Apr 2023,138,203,98,83,330,23,82,82,56,78,81,68,88,223,333,206,36,81,65,25,68,175,21,1,107,111,84,27,64,180,59,50,122
Day Care of Children,May 2023,138,203,98,83,332,23,82,82,56,78,81,67,87,224,333,206,36,81,65,25,68,174,21,1,107,111,83,27,64,180,59,50,121
Day Care of Children,Jun 2023,139,203,98,82,332,23,82,81,56,78,80,67,87,226,333,206,36,82,65,25,68,175,21,1,107,110,82,27,64,178,59,50,120
Day Care of Children,Jul 2023,139,202,98,82,331,23,82,81,56,78,78,66,87,223,334,205,36,82,65,24,68,175,21,1,107,110,82,27,64,178,59,50,121
Day Care of Children,Aug 2023,139,201,98,80,330,23,82,81,56,79,78,66,89,224,331,201,35,82,66,24,68,173,21,1,106,110,82,26,64,178,59,49,120
Day Care of Children,Sep 2023,139,202,99,80,326,23,82,81,56,79,78,67,89,224,331,200,35,82,66,23,68,173,21,1,106,109,82,26,64,178,58,49,120
Day Care of Children,Oct 2023,139,202,99,80,325,23,82,81,56,79,77,67,89,224,331,199,35,82,66,23,68,173,21,1,106,109,83,26,64,178,58,50,117
Day Care of Children,Nov 2023,138,199,99,80,325,23,82,82,56,79,77,66,88,224,331,198,35,82,66,23,68,172,21,1,106,109,83,26,64,178,57,50,116
Day Care of Children,Dec 2023,138,198,97,81,325,23,82,81,56,79,77,67,88,224,331,199,35,81,66,23,68,171,21,1,106,110,83,26,64,176,57,49,115
Day Care of Children,Jan 2024,139,199,97,81,325,23,82,80,56,79,79,67,88,224,329,199,35,81,65,23,68,171,21,1,106,110,83,26,63,176,57,48,114
Day Care of Children,Feb 2024,140,199,95,81,326,23,82,81,56,79,79,67,88,224,329,199,35,81,65,23,68,170,21,1,106,109,83,26,63,176,57,48,114
Day Care of Children,Mar 2024,141,202,95,81,326,23,82,81,56,79,79,66,88,223,329,199,35,81,65,23,68,170,21,1,106,108,83,26,63,176,57,48,112
Day Care of Children,Apr 2024,141,201,95,81,324,23,82,80,56,78,79,66,88,223,328,199,35,81,65,22,68,170,21,1,105,108,83,27,63,176,57,47,112
Day Care of Children,May 2024,140,198,95,81,325,23,82,80,56,78,80,65,88,223,329,200,35,81,65,22,68,170,21,1,105,108,84,27,64,176,56,47,112
Day Care of Children,Jun 2024,142,198,96,81,325,23,82,78,56,78,80,67,86,223,327,199,35,81,65,22,68,169,21,1,104,108,81,25,64,175,55,47,112
